catalog,number,species,location,sex,coords.1.X,coords.1.Y,coords.2.X,coords.2.Y,coords.3.X,coords.3.Y,coords.4.X,coords.4.Y,coords.5.X,coords.5.Y,coords.6.X,coords.6.Y,coords.7.X,coords.7.Y,coords.8.X,coords.8.Y,coords.9.X,coords.9.Y,Csize
UCSB,IZC00036976,tripartitus,island,female,0.35299294,-0.254734451,0.346627599,-0.07498824,0.134843453,0.117652406,0.102772915,0.213951236,-0.153992547,0.271800198,-0.275924838,0.400220974,-0.134838853,-0.113373899,-0.199063985,-0.228907259,-0.173416684,-0.331620966,1.770348581
UCSB,IZC00008140,tripartitus,mainland,female,0.337233868,-0.255182674,0.342031709,-0.067367854,0.137157901,0.118576774,0.103622788,0.220628619,-0.147920503,0.277655068,-0.274808371,0.403778689,-0.129171854,-0.120386384,-0.190098139,-0.241713109,-0.178047397,-0.335989129,1.647380041
UCSB,IZC00008436,tripartitus,mainland,female,0.328476903,-0.251869174,0.334468569,-0.065201822,0.146701024,0.119667749,0.112683285,0.207508172,-0.166796989,0.283613776,-0.269900164,0.412881122,-0.132376025,-0.124779074,-0.186554545,-0.239200502,-0.166702057,-0.342620246,1.54378115
UCSB,IZC00010805,tripartitus,mainland,female,0.336166418,-0.25760299,0.347294669,-0.073815073,0.145845853,0.120588919,0.111856946,0.209979348,-0.162922149,0.27708551,-0.283919346,0.400925408,-0.130687389,-0.118319372,-0.193413885,-0.234629687,-0.170221118,-0.324212062,1.587674199
UCSB,IZC00012006,tripartitus,mainland,female,0.342536427,-0.256386574,0.347441068,-0.07776903,0.137953443,0.122752012,0.118503245,0.205381099,-0.156708643,0.270842213,-0.294012717,0.403112052,-0.127437087,-0.114928122,-0.192028469,-0.235328878,-0.176247267,-0.317674771,1.590833681
UCSB,IZC00012007,tripartitus,mainland,female,0.339420236,-0.251337569,0.346221686,-0.07496621,0.145988269,0.10805726,0.122531551,0.19994288,-0.161498466,0.275211351,-0.300122875,0.404861704,-0.128955499,-0.10797323,-0.189723504,-0.223275505,-0.173861398,-0.330520682,1.517530139
UCSB,IZC00012008,tripartitus,mainland,female,0.367281553,-0.254516076,0.351152028,-0.07913911,0.130460395,0.103547806,0.118250818,0.195826141,-0.169750238,0.26894335,-0.292961832,0.402431764,-0.129990185,-0.10405648,-0.193193034,-0.218210784,-0.181249505,-0.314826612,1.337225617
UCSB,IZC00012012,tripartitus,mainland,female,0.337846927,-0.2491311,0.348892126,-0.066128185,0.153597899,0.121677679,0.113372294,0.21594026,-0.158831049,0.270638707,-0.273930183,0.392380482,-0.143715517,-0.112922738,-0.19729269,-0.239786776,-0.179939807,-0.332668327,1.636642646
UCSB,IZC00012014,tripartitus,mainland,female,0.331772133,-0.26110779,0.341695779,-0.079350933,0.139555248,0.112721445,0.118089944,0.211516315,-0.168958865,0.283426906,-0.288629582,0.406229007,-0.128588661,-0.111179262,-0.183197645,-0.231730941,-0.16173835,-0.330524748,1.535047798
UCSB,IZC00012018,tripartitus,mainland,female,0.329884173,-0.226652747,0.356936425,-0.079288015,0.150657317,0.114844859,0.116302766,0.207756925,-0.155777034,0.275061217,-0.282286167,0.406236893,-0.140438664,-0.132807806,-0.198123054,-0.245601344,-0.177155763,-0.319549982,1.613635951
UCSB,IZC00012019,tripartitus,mainland,female,0.341967308,-0.252011819,0.344012694,-0.060718965,0.147329753,0.125621191,0.124633228,0.212945943,-0.158744064,0.27548106,-0.274589363,0.387224996,-0.14150313,-0.118574794,-0.199346302,-0.243231423,-0.183760124,-0.326736189,1.611637817
UCSB,IZC00012020,tripartitus,mainland,female,0.327779525,-0.252586474,0.332422649,-0.063050015,0.143798908,0.127845936,0.117884261,0.220839036,-0.155970869,0.283405475,-0.268357601,0.399305328,-0.128458292,-0.126057247,-0.195537454,-0.244962804,-0.173561127,-0.344739236,1.657967778
UCSB,IZC00012024,tripartitus,mainland,female,0.337475554,-0.248776521,0.349001904,-0.076015939,0.151919879,0.116376202,0.10382184,0.21131169,-0.161353592,0.275620298,-0.28079145,0.40117966,-0.127842224,-0.114574556,-0.195754392,-0.235452871,-0.17647752,-0.329667964,1.712471958
UCSB,IZC00012026,tripartitus,mainland,female,0.344287687,-0.2378666,0.354693812,-0.063226825,0.154992087,0.107295297,0.112938836,0.198560586,-0.160572624,0.273509023,-0.281307909,0.40053307,-0.13824695,-0.120164843,-0.202989555,-0.236178841,-0.183795383,-0.322460867,1.597895751
UCSB,IZC00012030,tripartitus,mainland,female,0.33101848,-0.256553757,0.346901797,-0.077347203,0.142146376,0.1198147,0.112106371,0.211317258,-0.168267953,0.280722867,-0.279797273,0.403992959,-0.125803588,-0.116017196,-0.194170923,-0.237213744,-0.164133286,-0.328715883,1.681860722
UCSB,IZC00012031,tripartitus,mainland,female,0.337577666,-0.251545319,0.339278604,-0.063144364,0.148647285,0.116198155,0.118717292,0.211268495,-0.162093374,0.277189018,-0.278214484,0.400063948,-0.129794848,-0.118743847,-0.194730733,-0.236502352,-0.179387408,-0.334783734,1.614539967
UCSB,IZC00012032,tripartitus,mainland,female,0.339079651,-0.261616203,0.347401269,-0.075587213,0.139030944,0.108110779,0.11122694,0.215200129,-0.160874492,0.278824664,-0.29086124,0.403605064,-0.128695052,-0.117226907,-0.184644142,-0.229889753,-0.171663878,-0.321420561,1.539645119
UCSB,IZC00012037,tripartitus,mainland,female,0.343725741,-0.255627688,0.337502809,-0.081830418,0.144071507,0.108050164,0.105236936,0.203862843,-0.158913152,0.274194592,-0.296670019,0.418051993,-0.119313313,-0.110826307,-0.190025266,-0.230373217,-0.165615244,-0.325501962,1.64932766
UCSB,IZC00012038,tripartitus,mainland,female,0.351393966,-0.253414472,0.348558851,-0.076380751,0.140816025,0.116177028,0.107561927,0.205456548,-0.16656398,0.286343838,-0.277301334,0.391641137,-0.13015716,-0.114466349,-0.19670688,-0.233208477,-0.177601415,-0.322148501,1.653273719
UCSB,IZC00012043,tripartitus,mainland,female,0.337477477,-0.253813155,0.349505457,-0.068364787,0.144249262,0.1123131,0.109760873,0.216222601,-0.165448977,0.282640578,-0.272545747,0.39301206,-0.132644733,-0.111163632,-0.19437372,-0.233292125,-0.175979892,-0.337554641,1.533951459
UCSB,IZC00012048,tripartitus,mainland,female,0.340119274,-0.259081184,0.344780777,-0.074928169,0.136740163,0.131209326,0.107306462,0.215789748,-0.151925618,0.27610957,-0.277438719,0.398369106,-0.132557331,-0.120142362,-0.19468916,-0.241326538,-0.172335847,-0.325999498,1.652055453
UCSB,IZC00012049,tripartitus,mainland,female,0.32354084,-0.257130353,0.335184911,-0.064362363,0.155597038,0.115007983,0.109366144,0.223907756,-0.162782786,0.27680494,-0.275385794,0.406294118,-0.125198886,-0.11797689,-0.18863674,-0.236516086,-0.171684727,-0.346029105,1.626352917
UCSB,IZC00012055,tripartitus,mainland,female,0.336124494,-0.258082898,0.340122785,-0.076412169,0.141456664,0.111185735,0.124745928,0.205854358,-0.180865508,0.288967786,-0.284961258,0.400145124,-0.116021672,-0.110701798,-0.190942007,-0.235049306,-0.169659426,-0.325906832,1.388158029
UCSB,IZC00012056,tripartitus,mainland,female,0.341875745,-0.244361944,0.343888518,-0.070170231,0.148540716,0.120879614,0.115373158,0.208002533,-0.161371064,0.276738593,-0.2747903,0.398694795,-0.137140698,-0.12092327,-0.198447598,-0.240689765,-0.177928477,-0.328170325,1.693652452
UCSB,IZC00012060,tripartitus,mainland,female,0.337653963,-0.259653054,0.351569368,-0.061251899,0.158228564,0.113120819,0.107651056,0.206494866,-0.17310697,0.276550614,-0.276456564,0.394538995,-0.131703711,-0.107163245,-0.19692958,-0.235114723,-0.176906127,-0.327522374,1.576366925
UCSB,IZC00012188,tripartitus,mainland,female,0.346737583,-0.248315924,0.347181395,-0.078708026,0.144322893,0.117366123,0.109552873,0.206562159,-0.151058497,0.278614169,-0.289446208,0.399302647,-0.137678918,-0.116883588,-0.192048845,-0.24417173,-0.177562276,-0.31376583,1.759404814
UCSB,IZC00012190,tripartitus,mainland,female,0.33991163,-0.248350144,0.352351068,-0.074213622,0.152261643,0.107497988,0.113869237,0.209164014,-0.170580823,0.275145717,-0.283605495,0.397366677,-0.129492261,-0.108279028,-0.199253405,-0.232658212,-0.175461595,-0.32567339,1.626929664
UCSB,IZC00012196,tripartitus,mainland,unknown,0.330226276,-0.251590068,0.345149823,-0.073386192,0.139123072,0.127028718,0.096693676,0.219881217,-0.152661589,0.277861581,-0.266267198,0.406629972,-0.125635513,-0.121535774,-0.197385779,-0.242482413,-0.169242768,-0.342407042,1.690129022
UCSB,IZC00012198,tripartitus,mainland,female,0.365064846,-0.251465553,0.353295106,-0.076786265,0.129534031,0.117160005,0.100966337,0.208728477,-0.155796307,0.266801824,-0.274606726,0.39803488,-0.132810393,-0.112885558,-0.203240871,-0.225296294,-0.182406023,-0.324291516,1.56846791
UCSB,IZC00012205,tripartitus,mainland,female,0.348418101,-0.249146255,0.342506484,-0.072530278,0.14568209,0.106229069,0.113773965,0.203320089,-0.16179686,0.275787677,-0.287517102,0.406927274,-0.137128947,-0.114814121,-0.186931518,-0.229887749,-0.177006214,-0.325885706,1.622430254
UCSB,IZC00012208,tripartitus,mainland,female,0.354399068,-0.253681753,0.336395932,-0.070554046,0.146558607,0.120674457,0.113250034,0.206725027,-0.162960131,0.274982812,-0.278323092,0.398691739,-0.134522529,-0.121133283,-0.194693717,-0.229259264,-0.180104172,-0.32644569,1.565747927
UCSB,IZC00012247,tripartitus,mainland,female,0.347423673,-0.251570663,0.348303939,-0.070953727,0.140269964,0.11776367,0.112402867,0.213521743,-0.163540786,0.275073127,-0.272742439,0.396019262,-0.137122834,-0.118172333,-0.194373685,-0.238307672,-0.180620699,-0.323373408,1.651482287
UCSB,IZC00012258,tripartitus,mainland,female,0.33141425,-0.253198589,0.343452512,-0.068692162,0.148977222,0.120157335,0.11071343,0.215447088,-0.163009653,0.277789533,-0.275423509,0.401484317,-0.12768253,-0.119844774,-0.192295812,-0.238764364,-0.17614591,-0.334378383,1.653767553
UCSB,IZC00012259,tripartitus,mainland,female,0.32704007,-0.263458917,0.340226855,-0.073588477,0.139942787,0.121246507,0.115141043,0.199953363,-0.17053435,0.282948465,-0.283023933,0.415758796,-0.133487002,-0.111738483,-0.179169642,-0.238826203,-0.156135828,-0.332295052,1.507284541
UCSB,IZC00012275,tripartitus,mainland,female,0.333019639,-0.254024892,0.345641314,-0.078765067,0.139140807,0.110444679,0.098594837,0.221438879,-0.148460351,0.280149591,-0.283610853,0.408650571,-0.131163224,-0.11556256,-0.186109832,-0.238309417,-0.167052337,-0.334021782,1.647588444
UCSB,IZC00012277,tripartitus,mainland,female,0.350977144,-0.253497875,0.348959658,-0.064631587,0.141217786,0.121736565,0.111842206,0.205242771,-0.153211317,0.271893862,-0.278221353,0.396523183,-0.142133917,-0.115767013,-0.199153522,-0.245592375,-0.180276686,-0.315907531,1.704478798
UCSB,IZC00012288,tripartitus,mainland,female,0.340547401,-0.257874897,0.336679411,-0.070472702,0.142475305,0.120678506,0.118212484,0.211039855,-0.158379874,0.270810014,-0.284487634,0.407696305,-0.133528776,-0.116655055,-0.193065278,-0.239246832,-0.16845304,-0.325975193,1.593057219
UCSB,IZC00012295,tripartitus,mainland,female,0.338391524,-0.255968346,0.344773536,-0.073585551,0.140034214,0.12164114,0.102030734,0.217211888,-0.145996149,0.27920426,-0.281097687,0.401052059,-0.132910106,-0.120677724,-0.194387723,-0.240054326,-0.170838343,-0.328823401,1.637148399
UCSB,IZC00012304,tripartitus,mainland,female,0.328861308,-0.257830701,0.337105062,-0.074945178,0.140780785,0.121262831,0.127977806,0.206474486,-0.171395419,0.284665549,-0.288220705,0.40599907,-0.120871101,-0.122151518,-0.183278971,-0.235481143,-0.170958765,-0.327993396,1.598396279
UCSB,IZC00012310,tripartitus,mainland,female,0.3568433,-0.258700074,0.352705529,-0.076406598,0.134930354,0.11823539,0.109017124,0.205917528,-0.166903237,0.271053559,-0.279183094,0.396172421,-0.131234062,-0.109953584,-0.201000265,-0.227340182,-0.175175649,-0.318978461,1.46886593
UCSB,IZC00012311,tripartitus,mainland,female,0.355814332,-0.254426231,0.350034549,-0.07195817,0.14768346,0.120296161,0.111136357,0.207631695,-0.168140702,0.273589285,-0.277762373,0.386873876,-0.131534751,-0.111190354,-0.196966253,-0.230625861,-0.19026462,-0.320190401,1.56655626
UCSB,IZC00012334,tripartitus,mainland,female,0.331383104,-0.271989888,0.345498719,-0.063593616,0.145917679,0.121559848,0.107417012,0.212054941,-0.159777076,0.282150047,-0.284948067,0.397384783,-0.126244955,-0.112619373,-0.185837483,-0.238339185,-0.173408933,-0.326607558,1.580581206
UCSB,IZC00012335,tripartitus,mainland,female,0.342778361,-0.252729121,0.358371841,-0.072159243,0.143591291,0.114318552,0.096436659,0.21634287,-0.158135374,0.26632674,-0.272348655,0.402129073,-0.141910586,-0.112908811,-0.193782678,-0.227376718,-0.175000859,-0.333943343,1.728689478
UCSB,IZC00012341,tripartitus,mainland,female,0.348369045,-0.257225904,0.345475,-0.074099835,0.143766119,0.114521956,0.106423073,0.203099162,-0.161983698,0.282140164,-0.286144233,0.39699431,-0.125042099,-0.108851186,-0.191956563,-0.226380889,-0.178906645,-0.330197778,1.552277054
UCSB,IZC00012342,tripartitus,mainland,female,0.314283067,-0.231421941,0.350537703,-0.079409474,0.150359716,0.10432853,0.131062167,0.204689146,-0.17256335,0.284911623,-0.290515161,0.411930638,-0.126370455,-0.123080048,-0.184214638,-0.235936934,-0.172579049,-0.336011538,1.555870965
UCSB,IZC00012344,tripartitus,mainland,female,0.346678009,-0.252226026,0.336929229,-0.063228329,0.138406585,0.119628413,0.111422844,0.208284912,-0.155760835,0.279566684,-0.271118714,0.402808115,-0.134020809,-0.120308687,-0.195922555,-0.239555727,-0.176613754,-0.334969355,1.616699175
UCSB,IZC00012345,tripartitus,mainland,female,0.349660034,-0.253548051,0.342514395,-0.066463317,0.145093471,0.123539024,0.11309386,0.214179187,-0.159758778,0.275123368,-0.271515828,0.390359821,-0.135701301,-0.115894031,-0.201067785,-0.241767735,-0.182318069,-0.325528265,1.721884918
UCSB,IZC00012347,tripartitus,mainland,female,0.340852099,-0.257681553,0.353198595,-0.066531039,0.143218303,0.114765535,0.114667789,0.199709979,-0.166824224,0.275538216,-0.286277968,0.401001221,-0.130483826,-0.115928171,-0.186690532,-0.221770922,-0.181660236,-0.329103267,1.592978066
UCSB,IZC00012348,tripartitus,mainland,female,0.356230169,-0.248897034,0.351437755,-0.068311015,0.152750251,0.114305165,0.106900834,0.205052734,-0.166550232,0.27143291,-0.275612743,0.392930848,-0.137211098,-0.120036005,-0.205182624,-0.226317386,-0.182762312,-0.320160217,1.750282074
UCSB,IZC00012350,tripartitus,mainland,female,0.336710556,-0.262071446,0.332295103,-0.061775316,0.148441606,0.127658116,0.112079404,0.209782973,-0.152063918,0.279968103,-0.279129482,0.401551352,-0.13631538,-0.120482297,-0.195887945,-0.23927276,-0.166129944,-0.335358724,1.744026529
UCSB,IZC00012353,tripartitus,mainland,female,0.354581288,-0.250434999,0.346140452,-0.068661084,0.135736783,0.119615368,0.108896616,0.211620833,-0.163371132,0.27740252,-0.262245829,0.393899412,-0.140893545,-0.114324177,-0.202925739,-0.240295504,-0.175918893,-0.328822368,1.679538179
UCSB,IZC00012354,tripartitus,mainland,female,0.329902075,-0.257712166,0.345352735,-0.075397687,0.143918818,0.116229756,0.113757705,0.21282486,-0.161720988,0.278023096,-0.2896663,0.405501739,-0.121477926,-0.116346157,-0.187585521,-0.235493199,-0.172480598,-0.327630242,1.535866856
UCSB,IZC00012357,tripartitus,mainland,female,0.324529231,-0.253770541,0.345311605,-0.069959209,0.153418189,0.12147917,0.121276633,0.214909972,-0.174682097,0.275215006,-0.276706181,0.399545447,-0.124871025,-0.11698378,-0.200079169,-0.234959996,-0.168197187,-0.335476069,1.620834482
UCSB,IZC00012421,tripartitus,mainland,female,0.333258943,-0.25071765,0.345237198,-0.0820367,0.143413423,0.120024792,0.0983385,0.222208456,-0.152740121,0.280478222,-0.277484943,0.405739943,-0.133975466,-0.128169994,-0.185398417,-0.237248434,-0.170649118,-0.330278635,1.513475202
UCSB,IZC00012423,tripartitus,mainland,female,0.338736613,-0.248387118,0.357128608,-0.07550883,0.149808904,0.109253515,0.114126844,0.211613939,-0.178326182,0.277509612,-0.277797547,0.392408008,-0.125588611,-0.111393025,-0.195594618,-0.226786175,-0.182494011,-0.328709926,1.535948527
UCSB,IZC00012424,tripartitus,mainland,female,0.342916176,-0.255500654,0.33827693,-0.065370023,0.140111063,0.123876734,0.108745519,0.211466641,-0.15654776,0.278731535,-0.268469203,0.402672559,-0.141026072,-0.119765059,-0.193859818,-0.242474812,-0.170146836,-0.333636921,1.634615208
UCSB,IZC00012439,tripartitus,mainland,female,0.342130784,-0.248088806,0.345436908,-0.071703167,0.139588988,0.12502499,0.11797777,0.201496706,-0.162592697,0.282577558,-0.275713933,0.398476201,-0.138500503,-0.120917554,-0.19076659,-0.237941882,-0.177560726,-0.328924045,1.559397324
UCSB,IZC00012441,tripartitus,mainland,female,0.328402055,-0.26191411,0.353113136,-0.067790939,0.149464621,0.111883772,0.104648806,0.203304122,-0.168539661,0.280261769,-0.285011102,0.407333941,-0.128683288,-0.111884643,-0.182696466,-0.231536501,-0.170698101,-0.329657412,1.619849412
UCSB,IZC00012443,tripartitus,mainland,female,0.357369735,-0.247761527,0.347122428,-0.06942963,0.146257138,0.116658264,0.10888427,0.208290911,-0.162171661,0.280243219,-0.27005659,0.387521285,-0.14477288,-0.117150238,-0.201387696,-0.232322955,-0.181244745,-0.326049331,1.718319577
UCSB,IZC00012451,tripartitus,mainland,female,0.34632023,-0.26245654,0.341931505,-0.060860365,0.143552812,0.11203493,0.112931885,0.2012633,-0.167784498,0.278915624,-0.278403741,0.40184259,-0.134533406,-0.108617329,-0.193141303,-0.228465224,-0.170873482,-0.333656985,1.477152282
UCSB,IZC00012456,tripartitus,mainland,unknown,0.33726317,-0.252813528,0.343817475,-0.071655792,0.147072494,0.117635634,0.108583093,0.207503269,-0.16110759,0.281675789,-0.278067333,0.403720199,-0.139099794,-0.117862003,-0.190741141,-0.239205206,-0.167720373,-0.328998362,1.696092502
UCSB,IZC00012460,tripartitus,mainland,female,0.350361496,-0.255285438,0.347026944,-0.071326705,0.144101125,0.114363961,0.110083259,0.200580065,-0.172042806,0.279869848,-0.279685716,0.399102177,-0.127257869,-0.114633269,-0.187131288,-0.230345875,-0.185455145,-0.322324765,1.468159912
UCSB,IZC00012463,tripartitus,mainland,female,0.340393482,-0.259261681,0.35306794,-0.073063915,0.160073871,0.12776524,0.140045066,0.214456301,-0.16926514,0.265263991,-0.299111729,0.372099364,-0.13701351,-0.105430127,-0.202192833,-0.227385404,-0.185997147,-0.31444377,1.518561201
UCSB,IZC00012472,tripartitus,mainland,female,0.332723595,-0.258315352,0.344773524,-0.068271866,0.142486253,0.110568126,0.112845222,0.206363558,-0.163007518,0.283708879,-0.287239061,0.405346456,-0.124052641,-0.113609923,-0.182112428,-0.231293792,-0.176416945,-0.334496087,1.501696833
